ID,Name,Alignment,Gender,EyeColor,Species,HairColor,Publisher,SkinColor,Height,Weight
630,Spyke,good,Male,brown,Mutant,Blond,Marvel Comics,-,183,83
632,Star-Lord,good,Male,blue,Human-Spartoi,Blond,Marvel Comics,-,188,79
634,Starfire,good,Female,green,Tamaranean,Auburn,DC Comics,orange,193,71
635,Stargirl,good,Female,blue,Human,Blond,DC Comics,-,165,62
636,Static,good,Male,brown,Mutant,Black,DC Comics,-,170,63
637,Steel,good,Male,brown,-,No Hair,DC Comics,-,201,131
639,Steppenwolf,bad,Male,red,New God,Black,DC Comics,white,183,91
640,Storm,good,Female,blue,Mutant,White,Marvel Comics,-,180,57
642,Sunspot,good,Male,brown,Mutant,black,Marvel Comics,-,173,77
643,Superboy,good,Male,blue,-,Black,DC Comics,-,170,68
644,Superboy-Prime,bad,Male,blue,Kryptonian,Black / Blue,DC Comics,-,180,77
645,Supergirl,good,Female,blue,Kryptonian,Blond,DC Comics,-,165,54
646,Superman,good,Male,blue,Kryptonian,Black,DC Comics,-,191,101
648,Swarm,bad,Male,yellow,Mutant,No Hair,Marvel Comics,yellow,196,47
650,Synch,good,Male,brown,-,Black,Marvel Comics,-,180,74
651,T-1000,bad,Male,-,Android,-,Dark Horse Comics,silver,183,146
655,Taskmaster,bad,Male,brown,Human,Brown,Marvel Comics,-,188,99
656,Tempest,good,Female,brown,-,Black,Marvel Comics,-,163,54
657,Thanos,bad,Male,red,Eternal,No Hair,Marvel Comics,purple,201,443
659,The Comedian,neutral,Male,brown,Human,Black,DC Comics,-,188,101
660,Thing,good,Male,blue,Human / Radiation,No Hair,Marvel Comics,-,183,225
661,Thor,good,Male,blue,Asgardian,Blond,Marvel Comics,-,198,288
662,Thor Girl,good,Female,blue,Asgardian,Blond,Marvel Comics,-,175,143
663,Thunderbird,good,Male,brown,-,Black,Marvel Comics,-,185,101
665,Thunderbird III,good,Male,brown,-,Black,Marvel Comics,-,175,74
666,Thunderstrike,good,Male,blue,-,Blond,Marvel Comics,-,198,288
667,Thundra,good,Female,green,-,Red,Marvel Comics,-,218,158
668,Tiger Shark,bad,Male,grey,Human,No Hair,Marvel Comics,grey,185,203
669,Tigra,good,Female,green,-,Auburn,Marvel Comics,-,178,81
670,Tinkerer,bad,Male,brown,-,White,Marvel Comics,-,163,54
672,Toad,neutral,Male,black,Mutant,Brown,Marvel Comics,green,175,76
673,Toxin,good,Male,blue,Symbiote,Brown,Marvel Comics,-,188,97
674,Toxin,good,Male,black,Symbiote,Blond,Marvel Comics,-,191,117
676,Trickster,-,Male,blue,Human,Blond,DC Comics,-,183,81
678,Triplicate Girl,good,Female,purple,-,Brown,DC Comics,-,168,59
679,Triton,good,Male,green,Inhuman,No Hair,Marvel Comics,green,188,86
680,Two-Face,bad,Male,-,-,-,DC Comics,-,183,82
681,Ultragirl,good,Female,blue,-,Blond,Marvel Comics,-,168,105
682,Ultron,bad,Male,red,Android,-,Marvel Comics,silver,206,331
684,Vagabond,good,Female,blue,-,Strawberry Blond,Marvel Comics,-,168,54
685,Valerie Hart,good,Female,hazel,-,Black,Team Epic TV,-,175,56
686,Valkyrie,good,Female,blue,-,Blond,Marvel Comics,-,191,214
687,Vanisher,bad,Male,green,-,No Hair,Marvel Comics,-,165,79
688,Vegeta,bad,Male,-,Saiyan,Black,Shueisha,-,168,73
689,Venom,bad,Male,blue,Symbiote,Strawberry Blond,Marvel Comics,-,191,117
690,Venom II,bad,Male,brown,-,Black,Marvel Comics,-,175,50
691,Venom III,bad,Male,brown,Symbiote,Brown,Marvel Comics,-,229,334
693,Vertigo II,good,Female,blue,-,Silver,Marvel Comics,-,168,52
694,Vibe,good,Male,brown,Human,Black,DC Comics,-,178,71
695,Vindicator,good,Female,green,Human,Red,Marvel Comics,-,165,54
698,Violet Parr,good,Female,violet,Human,Black,Dark Horse Comics,-,137,41
699,Vision,good,Male,gold,Android,No Hair,Marvel Comics,red,191,135
700,Vision II,good,-,red,-,No Hair,Marvel Comics,-,191,135
701,Vixen,good,Female,amber,Human,Black,DC Comics,-,175,63
703,Vulture,bad,Male,brown,Human,No Hair,Marvel Comics,-,180,79
704,Walrus,bad,Male,blue,Human,Black,Marvel Comics,-,183,162
705,War Machine,good,Male,brown,Human,Brown,Marvel Comics,-,185,95
706,Warbird,good,Female,blue,-,Blond,Marvel Comics,-,180,54
707,Warlock,good,Male,red,-,Blond,Marvel Comics,-,188,108
708,Warp,bad,Male,brown,-,Black,DC Comics,-,173,67
709,Warpath,good,Male,brown,Mutant,Black,Marvel Comics,-,218,158
710,Wasp,good,Female,blue,Human,Auburn,Marvel Comics,-,163,50
714,White Queen,good,Female,blue,-,Blond,Marvel Comics,-,178,65
716,Winter Soldier,good,Male,brown,Human,Brown,Marvel Comics,-,175,117
717,Wiz Kid,good,-,brown,-,Black,Marvel Comics,-,140,39
718,Wolfsbane,good,Female,green,-,Auburn,Marvel Comics,-,366,473
719,Wolverine,good,Male,blue,Mutant,Black,Marvel Comics,-,160,135
720,Wonder Girl,good,Female,blue,Demi-God,Blond,DC Comics,-,165,51
721,Wonder Man,good,Male,red,-,Black,Marvel Comics,-,188,171
722,Wonder Woman,good,Female,blue,Amazon,Black,DC Comics,-,183,74
724,Wyatt Wingfoot,good,Male,brown,-,Black,Marvel Comics,-,196,117
725,X-23,good,Female,green,Mutant / Clone,Black,Marvel Comics,-,155,50
726,X-Man,good,Male,blue,-,Brown,Marvel Comics,-,175,61
727,Yellow Claw,bad,Male,blue,-,No Hair,Marvel Comics,-,188,95
728,Yellowjacket,good,Male,blue,Human,Blond,Marvel Comics,-,183,83
729,Yellowjacket II,good,Female,blue,Human,Strawberry Blond,Marvel Comics,-,165,52
731,Yoda,good,Male,brown,Yoda's species,White,George Lucas,green,66,17
732,Zatanna,good,Female,blue,Human,Black,DC Comics,-,170,57
733,Zoom,bad,Male,red,-,Brown,DC Comics,-,185,81
